ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
24895D39176A9132,classic_bike,2024-01-27 14:47:40,2024-01-27 15:04:13,Florida Ave & R St NW,31503,8th & H St NW,31228,,,,,casual
ED425D533759F13F,classic_bike,2024-01-21 16:39:45,2024-01-21 16:47:05,11th & O St NW,31286,5th & K St NW,31600,38.90843146089006,-77.02708840370178,38.90304,-77.019027,Members
C56D2F6CBBA5C936,classic_bike,2024-01-19 18:15:22,2024-01-19 18:21:23,New Hampshire Ave & Ward Pl NW,31212,18th & R St NW,31278,38.90571079190728,-77.0473176240921,38.912648,-77.041834,member
32 E5 5B D8 23 F2 39 12,classic_bike,2024-01-19 154612,2024-01-19 154811,4th & O St SW,31678,Waterfront Park,31673.1,38.872964,-77.017585,38.874820772513424,,member
6A DA 16 AB E5 3D 00 80,electric_bike,2024-01-31 19:20:14,2024-01-28 19:20:14,Convention Center / 7th and M St NW,31223,Columbia & Ontario Rd NW,31296,38.905747533,-77.022158265,38.924088,-77.040787,member
BD3E5191E6427D06,classic_bike,2024-01-17 11:49:53,2023-12-20 11:49:53,California St & Florida Ave NW,31116,19th & I St NW,31253,38.917761,-77.04062,38.901633245815496,-77.04338550567627,member
9BD3AE3B1CF4E166,classic_bike,2024-01-06 23:23:46,2024-01-06 23:38:44,11th & O St NW,31286,6th & K St NE,31645,38.90843146089006,-77.02708840370178,38.90293157359119,-76.99840486049652,member
8B024BFB010BAF88,electric_bike,2024-01-13 16:43:29,2024-01-06 16:43:29,,31626,Eastern Market Metro / Pennsylvania Ave & 8th St SE,31613,38.887373447,-76.983574867,38.88409514578027,,member
E1C1987AFB192B49,classic_bike,2024-01-25 08:12:40,2024-01-25 08:18:22,17th St & Rhode Island Ave NW,31210,21st St & Pennsylvania Ave NW,31252,38.906767059408295,-77.03862726688385,38.901539,-77.046564,member
B978F1C176B04F92,classic_bike,2024-01-10 11:01:33,2024-01-04 11:01:33,,31121,19th St & Pennsylvania Ave NW,31100.1,38.923583,-77.050046,,,casual
2A6A7AE2DAD62736,classic_bike,2024-01-06 10:14:12,2024-01-06 10:18:36,14th  &  Irving  St  NW,31124,Adams Mill & Columbia Rd NW,31104,38.93746514843736,-76.6817336992388,38.9228491613136,-77.04252451658249,member
FA443EB033BAEC9C,electric bike,2024-01-23 183153,2024-01-23 184117,15th & P St NW,31201,14Th & Belmont St Nw,31119,38.909881353,-77.034395814,38.921074,-77.031887,casual
3dbB8DAC815F8fE7,classic_bike,2024-01-10 18:23:46,2024-01-10 18:32:49,Columbus Circle / Union Station,31623,13th & D St NE,31622,38.89696,-77.00493,38.894832,-76.987633,member
3898AEA1211E1DA1,classic_bike,2024-01-14 14:26:54,2023-12-31 14:26:54,TENLEYTOWN / WISCONSIN AVE & ALBEMARLE ST NW,31303,Fessenden St & Wisconsin Ave NW,31309,38.947607,-77.079382,,,member
9C08AECCA6369894,classic_bike,2024-01-18 13:29:01,2024-01-18 13:57:43,1st & H St NW,31638.1,1st & H St NW,31638,,,,,causual
FE3829E9891396BB,classic_bike,2024-01-28 14:08:49,2024-01-28 14:11:01,17th & Corcoran St NW,31214,New Hampshire Ave & T St NW,31229,38.9121,-77.0387,38.915544,-77.038252,member
99C0487C785C2ACC,electric_bike,2024-01-23 09:39:08,2024-01-23 09:51:01,Lamont & Mt Pleasant NW,31107,17th & K St NW / Farragut Square,31233,38.931910992,-77.038751245,38.902061,-77.038322,member
C17C76F0B1F134E1,electric_bike,2024-01-23 23:52:40,2024-01-23 23:59:57,Georgia & New Hampshire Ave NW,31400,14th & Irving St NW,31125,38.936741,-77.02411733333334,38.928552,-77.032224,casual
C1a5CCEe29946FE4,eclectic_bike,2024-01-30 16:12:22,2024-01-30 16:22:59,Vermont Ave & I St NW,31291,3Rd & Elm St Nw,31118,38.901165485,-77.034435153,38.917622,-77.01597,member
B7 1C AB 76 20 58 F7 02,electric_bike,2024-01-12 16:06:31,2024-01-12 16:11:40,Adams Mill & Columbia Rd NW,31104,14th & Irving St NW,31124,38.9229795,-77.04243883333334,38.928552,-77.032224,member
6F9734992E519C86,electric_bike,2024-01-10 10:27:25,2024-01-10 05:27:25,1st & M St SE,31650,2nd & V St SW / James Creek Marina,31667,,-77.00579033333334,38.863743,-77.013814,member
f11BD188298CECa4,electric_bike,2024-01-31 16:50:11,2024-01-31 16:56:23,Washington & Independence Ave SW/HHS,31272,3rd  St  &  Pennsylvania  Ave  SE,31270,38.886917949,-77.013777018,38.887378,-77.001955,member
3DDDE9C7E71DE826,electric_bike,2024-01-23 19:06:57,2024-01-23 19:23:14,14th St & Rhode Island Ave NW,31204,Columbia & Ontario Rd NW,31296,38.9086115,-77.03227883333334,38.924088,-77.040787,casual
dE368cEC93b50DAe,classic_bike,2024-01-03 19:03:40,2024-01-03 19:05:32,Tanner Park,31533,Eckington Pl & Q St NE,31506,38.911213594521456,-77.0022565126419,,,member
FFE612F4E7AFB79A,electric_bike,2024-01-30 16:19:41,2024-01-30 00:19:41,18Th & M St Nw,31221,18th & New Hampshire Ave NW,31324,39.63175298569748,-76.63297260638598,38.911268,-77.041829,casual
AF07124998EC0AD6,classic_bike,20240103 13:34:50,2024/01/03 13:56:19,Pimmit Dr & Idyl Ln,32264,East Falls Church Metro / Sycamore St & 19th St N,31904,38.897692,-77.207261,38.88532071975074,-77.15642720460892,casual
24ADC27336FFE78B,classic_bike,2024-01-21 09:48:47,2024-01-21 09:53:57,14th & R St NW,31202.1,14th & L St NW,31283,38.913046,-77.032008,,-77.031737,member
F4987559C2DB02E0,classic_bik,2024-01-05 15:52:55,2024-01-05 16:14:52,36th & Calvert St NW / Glover Park,31304,Lamont & Mt Pleasant NW,31107,38.922581,-77.070334,38.9319,-77.0388,member
802BADE0B677CDF3,electric bike,2024-01-10 18:44:41,2024-01-10 18:57:43,16th & Harvard St NW,31136,Wisconsin Ave & Rodman St NW,31333,38.926109791,-77.036687255,38.939674172021654,-77.07527697086334,Members
24B7201B5228A42F,electric_bike,2024-01-08 07:55:18,2024-01-08 08:38:28,1st & Q St SW,31676,1st & Q St SW,31676,38.870786667,-77.01199472,38.870823939537914,-77.01191514730453,member
12DCE8DF11E7A96D,electric_bike,2024-01-13 16:08:13,2024-01-13 16:08:41,Eastern Market Metro / Pennsylvania Ave & 8th St SE,31613,Eastern Market Metro / Pennsylvania Ave & 8th St SE,31613,38.884094166666664,-76.99537116666667,38.88409514578027,-76.99523448944092,member
7993D883BCBDA6DB,classic_bike,2024-01-01 19:50:19,2024-01-01 20:01:14,,31295,23rd & M St NW,31128,,-77.065246,38.905303,-77.050264,member
2B9B18F18E3BDB4A,electric_bike,2024-01-23 17:26:15,2024-01-23 17:38:41,37th & O St NW / Georgetown University,31236,Arlington Blvd & Fairfax Dr,31940,38.907868666666666,-77.07165266666667,,,Member
484386385AC35B15,classic_bike,2024-01-27 03:14:46,2024-01-27 03:31:08,10th St & Florida Ave NW,31120,Kansas Ave & Sherman Cr NW,31417,38.920387,-77.025672,38.94796174822241,-77.02154964208603,casual
93 E2 5B 4E D2 42 A5 4A,electric_bike,20240129 15:35:44,2024-01-29 154411,M St & Delaware Ave NE,31627,Rosedale Rec Center,31658,38.905850887,-77.002911806,38.897808,-76.979634,member
FCC0D6167DFD0934,classic_bike,2024-01-05 11:02:47,2024-01-05 11:07:45,Rhode Island Ave & V St NE,31513,North Capitol & R St NE,31527,38.918155,,38.91256,-77.008775,member
F3C8C1789C392FEE,classic bike,2024-01-26 21:36:18,2024-01-26 21:50:37,North Capitol St & F St NW,31624,11th & C St SE,31659,38.897446,-77.009888,38.885908,-76.991476,member
105459B533ACFE20,electric_bike,2024-01-11 14:10:00,2024-01-11 14:24:39,14th St & New York Ave NW,31216,LAMONT & MT PLEASANT NW,31107,38.899607658,-77.031667113,38.9319,-77.0388,member
12C47653E0788EBC,class_bike,2024-01-04 08:36:04,2024-01-04 08:44:06,15Th & W St Nw,31125,17th & K St NW,31213,38.9190185,-77.034449,38.90276,-77.03863,casual
E7DE135B0FB6D6AA,clasic_bike,2024-01-13 09:36:07,2024-01-13 09:45:20,M St & New Jersey Ave SE,31208,Potomac Ave & 8th St SE,31635,38.8762192324865,-77.00416892766953,38.876737,-76.994468,casual
AA1E81183B5E15E8,electric_bike,2024-01-27 17:05:57,2024-01-27 17:11:21,Falls Church City Hall / Park Ave & Little Falls St,32608,,31904,38.885354666666665,-77.17338716666667,38.88532071975074,-77.15642720460892,member
5C238F9C359859C1,classic_bike,2024-01-29 09:35:40,2024-01-29 09:41:14,13th & H St NE,31611,Massachusetts Ave & 6th St NE,31657,38.90042673988099,-76.98825001716614,38.892934,-76.998273,casual
8D9784B7A5A294DF,electric_bike,2024-01-23 212954,20240123 21:42:09,11th and Girard St NW,31126,9th & Ingraham St NW,31424,38.925665498,-77.027144194,38.95366314394005,-77.02561318874359,member
3C89AAD92853A708,classic_bike,2024-01-13 11:25:42,2024-01-13 11:29:30,D St & Maryland Ave NE,31613,4th & East Capitol St NE,31618,,,,,Member
BD 8D 67 B0 8D 78 21 07,classic_bike,2024-01-08 22:13:30,2024-01-08 22:22:59,Franklin St & S Washington St,31907,King St Metro North / Cameron St,31098,,-77.0487,38.80704,-77.059817,casual
88C354D07770E6C3,electric_bike,2024-01-26 17:10:40,2024-01-26 04:10:40,14th & Q St NW,31327,14th & Girard St NW,31123,38.910905666666665,-77.03180266666666,,,casual
34D4EA62981FA9E4,class_bike,2024-01-04 13:06:34,2024-01-04 13:32:28,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,Lincoln Memorial,31258,38.88412,-77.04657,38.888255,-77.0494365,casual
08 79 C0 B3 7A E9 E4 FD,electric_bike,20240120 14:58:20,2024-01-20 151020,14th & Harvard St NW,31105,9th & Upshur St NW,31404,38.92668366666667,-77.03224733333333,,,member
DDBFC55DF9CE9C95,classic_bike,2024-01-05 17:08:22,2024-01-05 17:29:13,22nd & I St NW / Foggy Bottom,31257,New Jersey Ave & F St NW,31655.1,,,38.897108,-77.011616,member
EDE5C3577AF3F512,classic_bike,2024-01-03 15:06:55,2023-12-13 15:06:55,11th & O St NW,31286,4th & Florida Ave NE,31532,38.90843146089006,-77.02708840370178,38.90731645057457,-77.00069814920425,member
1A 80 eC 68 72 27 F3 18,electric_bike,2024-01-12 05:04:28,2024-01-12 05:18:05,2nd St & Seaton Pl NE,31522,Maryland Ave & 17th St NE,31656,38.914759398,-77.003546953,38.901935,-76.978627,casual
85701014632EA1F3,classic_bike,2024-01-03 15:32:14,2024-01-03 16:49:48,Arizona Ave & MacArthur Blvd NW,31331,Arizona Ave & MacArthur Blvd NW,31331,38.927294,-77.103662,38.927294,-77.103662,casual
281D966CD005A4BA,classic_bike,20240123 21:45:46,2024/01/23 21:55:01,18th & R St NW,31278,10th & U St NW,31111,38.912648,-77.041834,38.9172,-77.0259,MEMBER
B3A754D7C689E703,clasic_bike,2024-01-11 17:26:02,2024-01-11 17:33:20,8th & H St NW,31228,1st & L St NW,31677,,,38.903819,-77.011987,member
33 F5 47 01 10 17 0C BB,classic_bike,2024-01-15 11:40:09,2024-01-15 11:55:16,13th & O St NW/ Logan Circle,31311,5TH & MORSE ST NE,31536,,,38.907286773254675,-76.99916660785675,member
8810a3F2b8550AA6,classic_bike,2024-01-19 19:58:06,2024-01-19 20:03:23,20th & E St NW,31204,21st & I St NW,31205,38.8963,-77.045,38.90071062547463,-77.04644858837128,membr
19E92FEAA41537C7,classic_bike,2024-01-15 17:54:57,2024-01-15 18:11:07,West Falls Church Metro,32232,Pimmit Dr & Los Pueblos Ln,32265,38.9001,-77.1887,38.900371,-77.205428,member
AC08E4C860D34EBD,electric_bike,2024-01-28 04:14:22,2024-01-28 04:15:48,Wisconsin Ave & O St NW,31312,Wisconsin Ave & O St Nw,31313,38.908483744,-77.063609242,38.90849,-77.063586,member
72DE529Fa66BB6a5,electric_bike,2024-01-20 15:55:19,2024-01-16 15:55:19,4th & Florida Ave NE,31532,10th & H St NE,31672,38.907434464,-77.00071764,,-76.992725,membr
351BD26C05F7831C,classic_bike,,2024-01-18 17:34:22,Columbus  Circle  /  Union  Station,31623,15th & F St NE,31632,38.89696,-77.00493,38.897195,-76.983575,member
565B217751B7F907,electric_bike,2024-01-11 09:11:21,,1st & Washington Hospital Center NW,31507,11Th & Clifton St Nw,31136,38.928775072,-77.012473106,38.9223243445331,-77.02708572149277,member
CDAF69DCC366137E,electric_bike,2024-01-07 17:43:37,2024-01-07 17:53:32,28th St & S Meade St,31055,Eads  St  &  15th  St  S,31000,38.84623313,-77.069313407,38.859751,-77.053235,member
21b932d906ef26BE,classic_bike,2024-01-18 07:53:03,2024-01-18 07:59:35,Eisenhower Ave & Mill Race Ln,31082,King St Metro South,31048,,,38.80576284873485,-77.060626745224,member
D1A93A4A182590AD,,2024-01-13 11:36:46,2024-01-13 11:58:30,Anacostia Ave & Benning Rd NE / River Terrace ,31708,COLUMBUS CIRCLE / UNION STATION,31623,38.896544,-76.96012,38.89696,-77.00493,causual
ABF75C37855B2BF8,electric_bike,2024-01-31 15:24:38,2024-01-31 15:30:03,Eastern Market Metro / Pennsylvania Ave & 8th St SE,31613,D St & Maryland Ave NE,31612,,,,,member
2E28BACB28483435,electric_bike,2024-01-14 12:09:55,2024-01-14 12:18:42,Eisenhower Ave & Mill Race Ln,31082,King St Metro North / Cameron St,31098,38.801120281,-77.068921328,38.80704,-77.059817,casual
2D EB 8B 48 1C F4 BB 96,classic_bike,2024-01-26 17:18:56,2024-01-26 17:19:54,17th & P St NW,31330,17th St & Massachusetts Ave NW,31267,38.909858,-77.038566,38.908142,-77.038359,member
52B880D67B56741D,classic_bike,2024-01-26 14:53:04,2024-01-26 15:01:25,6th & H St NE,31615,Maryland Ave & E St NE,31640,38.899972,,38.8962260397813,-76.99278563261032,member
CA556CB5370A4DE4,classic_bike,2024-01-19 18:13:19,2024-01-19 18:26:02,3rd & H St NW,31604,4th & E St SW,31244,,-77.015289,,,member
0F 53 a6 2B CA 25 93 0C,classic_bike,2024-01-14 11:06:58,2024-01-14 11:26:24,M St & Delaware Ave NE,31627,10th  &  Monroe  St  NE,31504,,-77.00320065021515,38.932456900063606,-76.99353396892548,casual
21 DB CA 1D 12 6A 66 12,electric_bike,2024-01-03 17:09:49,2024-01-03 17:20:52,Van Ness Metro / UDC,31300,Lamont & Mt Pleasant NW,31107.1,38.944625616,-77.063890457,38.9319,-77.0388,member
38772160E83390F4,electric_bike,2024-01-06 230816,2024-01-06 235448,New Hampshire Ave & East-West Hwy,32413,New Hampshire Ave & East-West Hwy,32412,38.974256992,-76.99516499,38.974205,-76.995227,casual
D2 00 3C BD EB 66 72 61,electric_bike,2024-01-27 162447,2024-01-27-16-28-21,4th & G St SW,31666,1st and M St SE,31650.1,38.8809635,-77.0177285,38.876893,-77.006072,member
29 04 84 A2 03 4C 1B 10,classic_bike,2024-01-22 13:34:36,2024-01-22 13:42:02,15th & P St NW,31201,23rd & M St NW,31128,,,38.905303,-77.050264,member
3AcBB0BDC53633FA,,2024/01/04 18:15:28,20240104 18:21:27,1st & O St NW,31519,3rd & Elm St NW,31118,38.908651114,-77.012440443,38.917622,-77.01597,member
E0 45 8B 06 4E 22 DA C3,classic_bike,2024-01-13 18:01:31,2024-01-13 18:21:49,4th & East Capitol St NE,31618,10th & K St NW,31263,38.889955,-77.000349,,,Casuals
4F3CCA2AB535CE92,classic_bike,2024-01-27 10:48:01,2024-01-27 11:08:32,Potomac Ave & Swann Ave,31916,Gravelly Point,31064,38.829545,-77.047844,,,member
CF78E8C295D4B6E6,classic_bike,2024-01-23 18:39:51,2024-01-23 18:50:37,10th & K St NW,31263,Massachusetts Ave & Dupont Circle NW,31200.1,38.9024,-77.02622,38.9101,-77.0444,member
D01BB9E9CA4CC48A,classic_bike,2024-01-21 18:35:27,2024-01-21 18:39:38,Convention Center / 7th & M St NW,31223,13th & O St NW/ Logan Circle,31311,38.905737,-77.02227,38.908735,-77.029779,member
152E5490612EAED8,classic_bike,2024-01-12-17-19-36,2024/01/12 17:24:36,California St & Florida Ave NW,31116,14th  &  R  St  NW,31202,38.917761,-77.04062,38.913046,-77.032008,member
F6DFFD76CC99138C,classic_bike,2024-01-08 11:41:10,2024-01-08 11:46:54,12th & L St NW,31251,14th  St  &  New  York  Ave  NW,31216,38.903819,-77.0284,38.899632,-77.031686,member
4A80F8946BBDE0DC,electric_bike,2024-01-14 16:42:25,2024-01-14 16:51:49,14th & V St NW,31101,14th & V St NW,31102,38.917790833333335,-77.03183833333334,38.9177645,-77.032096,MEMBER
CFE870C7FA2571B0,classic_bike,2024-01-04 08:59:39,,North Bethesda Metro,32075,Executive Blvd & E Jefferson St,32079,39.04753,-77.11287,,,member
17E714D46557AE60,electric bike,2024-01-30 06:23:12,2024-01-30 06:29:37,New Hampshire Ave & T St NW,31229,22nd & I St NW / Foggy Bottom,31257,38.9155995,-77.038268,38.90088,-77.048911,member
54EB525FDAC31610,classic_bike,2024-01-18 10:46:09,2024-01-18 10:52:45,14th & V St NW,31101,17th St & Rhode Island Ave NW,31210,38.9177645,-77.032096,38.906767059408295,-77.03862726688385,member
0DDC94FBA0AA4932,classic_bike,2024-01-07 11:39:27,2024-01-07 12:10:38,22nd & I St NW / Foggy Bottom,31258,16th & Irving St NW,31122.1,38.90088,-77.048911,38.928893,-77.03625,casual
E33428DCD8D9574B,classic_bike,2024-01-26 06:33:04,2024-01-26 06:46:46,,31650,14th & D St SE,31663,38.876893,-77.006072,38.8840581,-76.9863852,casual
C9124021F55801FC,classic_bike,2024-01-23 07:40:39,2024-01-23 07:42:21,8th & O St NW,31281.1,Convention Center / 7th & M St NW,31223,38.90864,-77.02277,38.905737,-77.02227,member
E5184B4B8EEEB976,classic_bike,2024-01-29 05:47:54,2024-01-29 05:54:00,17th St & Rhode Island Ave NW,31211,New Hampshire Ave & 24th St NW,31275,38.906767059408295,-77.03862726688385,38.901755,-77.051084,member
7803396D65F86165,classic_bike,2024-01-06 22:32:40,2024-01-06 22:32:52,1st & Rhode Island Ave NW,31506,1st & Rhode Island Ave NW,31506,38.915417,-77.012289,38.915417,-77.012289,member
A9 78 CC CD 2E 3A 8E 13,electric_bike,2024-01-07 16:50:04,2024-01-07 17:04:44,M St & Delaware Ave NE,31627,Lincoln Park / 13th & East Capitol St NE ,31619,38.90553716666667,-77.00283166666667,38.890461,-76.988355,member
22185AF0D643B10C,classic_bike,,2024-01-28 11:16:32,14Th & D St Nw / John A Wilson Building,31231.1,Lincoln Memorial,31258,38.894514,-77.031617,38.888255,-77.0494365,member
D411D63945CEF368,electric_bike,2024-01-27 05:22:46,2024-01-27 05:32:40,2nd St & Seaton Pl NE,31522,Maryland Ave & 17th St NE,31656,38.914709926,-77.003570795,38.901935,-76.978627,
F9F73E83B829E4B2,classic_bike,2024-01-30 23:58:52,2024-01-31 00:17:18,4th & G St SW,31666,1st & Rhode Island Ave NW,31506,38.881116725009335,-77.01769933104515,38.915417,-77.012289,membr
4B191AEFDD5AACE9,electric_bike,2024-01-26-12-45-09,20240126 12:51:19,4th & M St SW,31108,Half & Water St SW,31664,38.876895189,-77.017779231,38.866277,-77.010551,casual
B3621D1381F6830B,classic_bike,2024-01-11 10:19:20,2024-01-11 10:25:44,Half & Water St SW,31664,,31668,38.866277,-77.010551,38.871841,-77.00591,Casual
ED 9A FF B0 87 6C E0 6F,classic_bike,2024-01-20 16:49:53,2024-01-20 17:00:49,11th & S St NW,31280,5th & F St NW,31620,38.91360117514392,-77.02711522579193,38.897222,-77.019347,Members
EC5DCEC8C0B510B6,classic_bike,2024-01-03 12:11:16,2023-12-27 12:11:16,4th & W St NE,31500,5th & Morse St NE,31536,38.919077,-77.000648,38.907286773254675,-76.99916660785675,casual
7BA5F80FE0764FFD,electric_bike,2024-01-18 08:31:15,2024-01-18 08:46:52,9th & Ingraham St NW,31424,Thomas Circle,31241,38.953825235,-77.025647521,38.9059,-77.0325,casual
B1F2EB93C67C78BF,classic_bike,2024-01-08 08:42:47,2024-01-08 08:47:38,17th & K St NW / Farragut Square,31233,14th St & New York Ave NW,31216,,,38.899632,-77.031686,membr
45B6436B7BDC6013,classic_bike,20240103 18:34:13,20240103 18:36:10,,31332,12th & U St NW,31268,38.918199,-77.027171,38.916787,-77.028139,Member
8954DCb336e4AB85,classic_bike,2024-01-30 170413,20240130 17:21:53,18th St & Wyoming Ave NW,31114,14th & G St NW,31238,,,38.89816396413188,-77.03189760446548,member
A126A52C22EF2ED2,classic_bike,20240125 15:56:19,2024-01-25-16-00-44,Wilson Blvd & N Edgewood St,31019,Wilson  Blvd  &  N  Quinn  St,31027,,,38.893993,-77.07857,casual
17E983D5DBF6D18E,classic_bike,2024-01-04-08-28-06,20240104 08:38:25,15th & P St NW,31202,Virginia Ave & 25th St NW,31297,38.90980062655191,-77.03442692756653,38.89846038350939,-77.05305218696594,member
775CFFFA07BA62FD,electric_bike,2024-01-03 19:35:44,2024-01-03 19:40:42,Langston Blvd & N Adams St,31030,Clarendon Metro / Wilson Blvd & N Highland St,31022,38.895918846,-77.089007378,,,casual
783E2299CF38A991,classic_bike,2024-01-02 06:29:32,2024-01-02 06:36:06,Lincoln Park / 13th & East Capitol St NE ,31619,1st & D St SE,31643.1,38.890461,-76.988355,,,member
d3a4799F3C0AC1DE,classic_bike,2024-01-08 16:58:44,2023-12-25 16:58:44,Connecticut Ave & McKinley St NW,31315,14th & V St NW,31101,38.96454350924588,-77.07513481378555,,,member
B341F94F2A5422CC,classic_bike,2024-01-04 16:15:12,2024-01-04 16:20:56,14th & L St NW,31283,8th & O St NW,31281,,,38.90864,-77.02277,member
F35AB01339C24AC2,classic_bike,2024-01-05 09:54:21,2024-01-05 09:57:07,17th & P St NW,31330,New Hampshire Ave & T St NW,31229,38.909858,-77.038566,38.915544,-77.038252,
E5C2DE312237386A,class_bike,2024-01-02 13:21:57,,8th & F St NE,31631.1,Rosslyn Metro / Wilson Blvd & N Moore St,31947,38.897274,-76.994749,38.896086906318665,-77.07145214080809,casual
2DCA274FFFC5BF66,class_bike,2024-01-01 014943,20240101 01:50:32,Wilson Blvd & N Edgewood St,31019,Wilson Blvd & N Edgewood St,31019,38.889396070923496,-77.09186241030693,38.889396070923496,-77.09186241030693,casual
FF63fD9FF72421a2,,2024-01-07 124251,2024-01-07-12-51-41,7th St and Florida Ave NW,31109,Eckington Pl & Q St NE,31505,38.91613684808331,-77.02200293540955,38.910972,-77.00495,member
35BBE9564DB97142,electric_bike,2024-01-23 17:23:18,2024-01-23 17:47:30,Adams Mill & Columbia Rd NW,31104,8th & D St NW,31270,38.922966833333334,-77.0424325,,-77.02324,member
D76E93F4E88CB02D,classic_bike,2024-01-23 17:44:54,2024-01-23 17:54:16,Columbus Circle / Union Station,31623,10th & H St NE,31672,38.89696,-77.00493,38.899984,-76.992725,member
6A39DB6B13188FC5,classic_bike,2024-01-13 09:49:25,2024-01-13 09:59:46,4Th & E St Sw,31244,1st & I St SE,31628,38.88412,-77.017445,,,member
051A04B752A072C8,electric_bike,2024-01-19 14:17:14,2024-01-19 14:22:10,District Ave & Strawberry Ln/Mosaic Market Garage,32262,Merrilee Dr & Lauren Elizabeth Lane,32234.1,38.872636437,-77.230739832,38.87857249314831,-77.23076596856116,casual
6D8B4fF175E93A56,electric_bike,2024-01-26 10:33:26,2024-01-19 10:33:26,Kansas Ave & Sherman Cr NW,31417,14th St & Rhode Island Ave NW,31203,,,38.9086,-77.0323,casual
55C85BBD388D9898,eclectic_bike,2024/01/03 22:30:23,20240103 22:35:08,M St & New Jersey Ave SE,31208,Half & Water St SW,31664,38.87615516666666,-77.004158,38.866277,-77.010551,member
4EF7057B77EF4924,classic_bike,2024-01-23 16:46:13,2024-01-23 16:54:45,Maryland Ave & E St NE,31640,Columbus Circle / Union Station,31623,38.8962260397813,-76.99278563261032,38.89696,-77.00493,member
C4D78FB5DE09175B,classic_bike,2024-01-30 10:26:44,2024-01-30 11:01:50,18th & L St NW,31224,7th & F St NW / National Portrait Gallery,31232.1,38.903741450919384,-77.04245209693909,38.89728304853854,-77.02219069004059,member
29BC6577F8E7F941,clasic_bike,2024-01-07 11:34:11,,8th & O St NW,31281,Convention Center / 7th & M St NW,31223,38.90864,-77.02277,38.905737,-77.02227,casual
